"";"classe 1";"classe 2";"classe 3"
"alejandra";0,187;2,561;-2,874
"aleatorio";7,335;-2,091;-2,368
"agi";0,05;-0,069;0
"admitir";8,388;-4,018;-1,646
"acierto";23,225;-5,544;-8,475
"Ban ki-moon";-1,047;0,306;0,331
"óptico";5,349;1,705;-11,057
"zhai";-2,604;-0,856;5,436
"vidal";-0,698;-0,206;1,408
"tual";-1,704;0,004;1,55
"transfor";-5,749;4,876;0,394
"transcribir";33,507;-5,776;-14,692
"tor";1,564;12,751;-16,528
"tics";-1,362;4,474;-0,268
"third";0,001;0,005;-0,007
"tencias";-16,933;-2,091;27,266
"temer";5,322;0,004;-5,449
"tecnoló";-10,971;9,461;0,718
"sp";0,468;2,96;-4,159
"sorpresa";24,699;-3,575;-11,748
"sociológico";-4,68;16,852;-1,223
"socioeconómicas";-10,971;6,623;1,55
"sharma";0,002;-0,29;0,146
"sesgado";3,631;-0,195;-2,368
"seo";5,591;-4,158;-0,531
"sense";4,608;-0,693;-2,155
"samr";-6,744;-1,44;12,411
"sal";12,717;-1,713;-6,237
"ruso";36,876;-5,544;-17,247
"rondar";22,232;-6,007;-7,463
"retirar";18,608;-3,796;-7,463
"reseña";0,334;-1,35;0,12
"repasar";26,178;-6,007;-9,794
"repartir";22,232;-3,796;-9,794
"rendir";-0,01;9,461;-5,449
"relevamiento";4,43;2,876;-11,748
"reina";15,955;-2,272;-7,643
"reclamar";-0,817;6,623;-1,302
"reafirmar";-8,473;43,466;-5,449
"rastro";36,876;-5,544;-17,247
"qua";-11,858;2,057;5,183
"puramente";0,769;0,025;-0,988
"programador";14,002;-0,75;-9,132
"profesio";-6,298;6,623;0,202
"produc";-0,253;-3,796;4,163
"problematizar";-7,88;2,876;2,071
"privilegiar";-1,704;0,318;0,718
"prender";1,216;-2,091;0,003
"postular";3,591;-3,355;-0,183
"personali";-7,88;-3,575;18,301
"person";6,144;-0,924;-2,874
"patterns";0,932;-0,693;-0,089
"patricio";23,225;-0,618;-17,247
"pasión";12,327;-0,89;-7,463
"parra";-1,854;0,442;0,677
"opinion";0,886;1,48;-3,592
"novedoso";-1,704;-2,091;5,944
"nocimiento";-1,704;-0,195;2,698
"neil";0,002;2,09;-1,413
"much";6,144;-0,924;-2,874
"mora";-1,581;-0,504;3,268
"mlaas";12,425;-4,389;-3,365
"minsky";30,728;-4,62;-14,372
"marcelo";-1,854;-0,092;2,525
"magazine";3,446;-1,155;-0,977
"leyenda";17,958;-5,313;-5,637
"lemos";0,187;0,102;-0,464
"inventor";33,507;-3,575;-17,966
"invención";8,546;-3,575;-1,959
"interrogar";12,327;-6,007;-2,368
"inmersivos";-13,791;-6,007;31,577
"inducir";0,218;0,025;-0,347
"implementarse";-2,913;0,004;2,698
"implementando";-6,298;25,863;-2,368
"impartición";-10,345;-1,9;18,301
"iaf";-14,979;53,439;-3,808
"gps";39,95;-6,007;-18,685
"gigante";30,447;-6,007;-12,441
"fármaco";3,631;-2,091;-0,553
"frío";27,427;-3,355;-13,98
"franco";0,414;8,933;-9,02
"fo";-10,971;0,004;10,454
"fnal";32,265;-4,851;-15,091
"figurar";0,09;6,623;-5,449
"falsificación";23,225;-3,355;-11,057
"faculty";3,446;0,005;-3,592
"explicable";-4,444;16,652;-1,302
"excesivamente";-1,704;0,004;1,55
"evaluamos";0,492;-6,007;1,55
"eur";-2,43;24,803;-5,748
"espejo";7,616;-0,379;-5,048
"esencialmente";1,216;-0,89;-0,12
"escritorio";39,95;-6,007;-18,685
"englobar";-2,913;0,318;1,55
"engañoso";3,591;-1,713;-0,708
"elsevier";1,214;4,44;-7,615
"dueño";14,002;-3,575;-4,888
"desplazamiento";-0,578;0,45;0,049
"consonancia";-10,971;65,613;-9,794
"concep";-0,01;-2,091;1,55
"competency";-3,023;7,995;-0,266
"cional";-5,749;18,128;-0,988
"chávez";-4,86;-0,856;8,507
"chefs";38,413;-5,776;-17,966
"check";0,468;6,403;-7,185
"cente";-0,817;0,004;0,718
"cativas";-16,933;0,004;16,23
"capacitaciones";-7,88;4,876;1,068
"bond";-0,013;1,843;-0,929
"banca";24,699;-1,9;-14,692
"back";1,052;-2,541;0,06
"autorregulado";-14,979;-5,313;32,026
"aubert";-9,768;-1,44;16,373
"asimilación";-13,791;0,318;10,454
"arraigar";-1,704;-2,091;5,944
"ariel";5,759;0,409;-8,316
"arduino";-3,477;-5,544;13,774
"aparte";3,631;-0,89;-1,302
"aná";-6,131;-5,082;17,959
"animación";6,405;-5,313;-0,466
"andrea";0,095;3,895;-3,486
"amistad";33,507;-3,575;-17,966
"aliviar";0,492;-3,796;0,718
"alfredo";6,911;-0,014;-6,308
"alfabetismos";-0,123;0,025;0,049
"ajustarse";-8,473;-3,796;19,592
"aislamiento";0,09;0,004;-0,12
"agrícola";17,233;-3,575;-6,846
"agravar";-0,817;37,094;-15,405
"abp";-7,291;-1,713;13,774
"zuriaga";-1,953;0,418;0,762
"zoom";12,425;-4,389;-3,365
"zhao";-2,43;0,204;1,408
"words";0,932;0,418;-2,155
"vocación";-4,68;9,222;-0,068
"vigilar";2,182;3,345;-8,475
"via";-0,349;-0,924;1,812
"ultreras";-0,349;-0,924;1,812
"ucc";-1,037;2,926;-0,119
"tutorización";-9,722;-3,355;20,604
"terísticas";20,799;-5,776;-6,846
"tel";0,329;0,615;-1,413
"tecnologias";-1,854;2,667;0,003
"taylor";-0,449;3,687;-0,733
"tapia";-0,349;-0,924;1,812
"symbolab";-11,858;-5,313;27,419
"story";2,119;0,102;-2,874
"start";1,131;0,159;-1,875
"soviético";28,919;-2,918;-15,809
"solidez";-0,038;5,531;-2,787
"sobrevivir";17,233;-1,9;-9,132
"share";0,187;-0,924;0,11
"sample";-2,604;8,301;-0,464
"rias";2,874;-0,75;-0,988
"retorno";-1,369;4,876;-0,347
"respaldo";0,218;0,025;-0,347
"religión";7,616;1,046;-12,558
"relevar";0,412;-0,069;-0,183
"recabar";-2,494;2,876;0,049
"ray";1,131;-1,045;-0,06
"qu";-1,716;3,875;-0,068
"proporcio";-7,291;-5,544;20,604
"prometedora";-13,146;-1,9;21,935
"prometedor";-13,146;2,876;5,063
"preescolar";-7,291;24,666;-1,576
"ponderar";12,717;-5,544;-2,787
"polo";0,022;1,265;-1,074
"plasmar";2,874;0,45;-4,888
"perillo";-13,024;-4,62;27,847
"paradójico";-1,369;0,45;0,394
"paola";-0,081;5,334;-2,39
"oído";35,339;-5,313;-16,528
"organizador";0,02;-1,35;0,607
"ontología";-0,001;0,134;-0,068
"obsoletas";0,769;-3,575;0,394
"mutuo";-5,21;1,705;1,508
"mitchell";1,771;-0,504;-0,573
"meet";0,886;0,005;-0,977
"med";-1,059;-0,069;1,508
"master";1,863;0,836;-4,311
"mando";0,05;1,705;-1,576
"malentender";-5,562;0,001;5,336
"machinery";10,708;-0,504;-7,185
"lens";18,435;-2,772;-8,622
"janeiro";9,217;-1,386;-4,311
"james";10,597;-2,486;-3,91
"inédito";-2,094;0,613;0,663
"investigadoras";-2,571;18,488;-3,293
"intervalo";15,87;-5,544;-4,341
"interoperabilidad";-13,146;69,834;-9,132
"individualizar";-13,146;-3,575;25,898
"ideología";-0,087;10,288;-5,048
"haro";-0,491;0,712;0,001
"habilida";-10,345;-1,9;18,301
"gos";-0,578;7,401;-1,959
"georgia";1,895;-0,412;-0,733
"genes";30,447;-5,313;-13,269
"gebru";6,911;-0,014;-6,308
"gamificada";3,591;-5,544;0
"games";1,863;-0,017;-1,559
"gabriela";-5,485;10,501;-0,06
"foster";-0,047;-0,693;0,762
"forms";10,708;-2,31;-4,159
"form";0,025;1,672;-1,393
"fairness";-2,604;17,321;-2,874
"factible";0,003;-1,9;1,068
"expert";-1,854;12,741;-2,179
"estrada";-2,08;9,243;-0,955
"espectador";1,564;-5,313;0,343
"enla";-9,101;21,523;-0,466
"enigma";21,419;-4,62;-8,319
"enfermo";32,265;-4,851;-15,091
"encabezar";21,757;-1,529;-13,269
"emt";-2,147;8,002;-0,62
"educació";-0,005;6,401;-3,731
"diferen";0,003;-0,125;0,049
"desprender";-2,094;3,345;0
"desenvolver";-12,502;-3,355;24,533
"descriptiva";2,813;-1,529;-0,466
"delimitación";0,769;-0,125;-0,347
"delicado";1,654;7,401;-11,748
"cuán";2,874;-0,125;-1,959
"cualitativas";-15,63;-5,544;33,419
"creator";27,391;-4,851;-11,849
"cori";4,442;-2,701;-0,62
"converger|convergir";-3,016;0,134;2,048
"convenio";-4,68;61,534;-16,528
"contradictorio";5,349;-3,355;-0,708
"considerablemente";-3,954;-0,75;7,053
"conformidad";-9,722;49,818;-6,237
"confidencial";-4,68;53,439;-13,269
"competenciales";-13,146;53,757;-4,888
"colonialismo";-0,053;14,304;-7,643
"clúster";5,591;-0,052;-4,677
"cialmente";-3,954;-0,125;5,063
"chips";10,597;-2,486;-3,91
"chicago";3,913;-0,504;-1,955
"cherbavaz";-11,07;-3,927;23,669
"cetic";-1,854;20,59;-5,029
"centrarnos";-0,038;-1,713;1,508
"centralizar";-0,374;0,068;0,16
"c1";-4,279;36,915;-7,615
"boulay";-0,122;-3,927;3,665
"biografía";10,214;-5,082;-1,911
"biesta";8,105;0,141;-9,725
"autopercepción";0,103;-0,276;0,01
"autoconciencia";11,106;-0,75;-6,846
"asegúrese";5,349;0,068;-6,237
"arquitectónico";0,103;-2,701;0,966
"anza";-5,749;22,753;-1,959
"anomalía";16,554;-5,082;-5,048
"2024b";-9,291;24,577;-0,817
"zaragoza";0,167;-0,675;0,06
"zando";-1,059;-0,069;1,508
"williams";0,002;-0,29;0,146
"wiley";-0,093;-0,017;0,166
"wide";13,711;-2,772;-5,527
"weforum";0,187;2,561;-2,874
"vr";0,125;-1,644;0,442
"voice";15,362;-2,31;-7,185
"very";6,144;-0,924;-2,874
"valle";3,001;-1,617;-0,504
"tran";-0,053;0,712;-0,192
"tornar";2,182;-1,713;-0,183
"topics";0,886;0,005;-0,977
"today";4,608;-0,693;-2,155
"tinyurl";6,279;-0,092;-5,029
"tantes";-0,374;-0,069;0,663
"tangibles";-7,291;-1,713;13,774
"tamente";12,717;-1,713;-6,237
"sumativa";-3,477;-5,544;13,774
"stuart";6,002;-1,24;-2,39
"sional";-11,215;1,046;6,293
"signifca";36,876;-5,544;-17,247
"shot";8,276;-2,541;-2,524
"seq";13,826;-2,079;-6,466
"sensor";30,728;-4,62;-14,372
"sensei";-1,745;-4,62;9,06
"sc";-6,649;37,613;-5,287
"rusia";9,004;0,351;-11,849
"rivas";-1,456;3,311;-0,06
"richard";1,131;-0,097;-0,651
"revisoras";-6,708;38,96;-5,637
"retraso";10,214;-0,379;-7,178
"restauración";-1,369;-2,272;5,534
"reportaje";16,554;-5,082;-5,048
"ren";-9,931;-2,486;19,099
"remontar";25,92;-3,136;-13,269
"rediseñar";-7,291;-1,713;13,774
"reciente|recién";9,912;-1,713;-4,341
"recepción";-0,327;-1,176;2,031
"ral";-0,001;6,263;-3,808
"quejar";16,554;-0,379;-12,558
"prácti";-1,059;-0,069;1,508
"programming";2,119;-0,924;-0,464
"profesoras";-1,716;-3,136;7,287
"profeso";-3,477;5,531;0
"product";0,034;-0,092;0,003
"prioriza";-12,502;0,613;8,315
"prevalecer";1,123;-0,618;-0,183
"precisar";-1,059;0,613;0,16
"preceder";1,564;-1,529;-0,068
"praxis";-8,651;4,785;1,399
"pr";1,96;-2,06;-0,063
"powered";4,608;-0,693;-2,155
"potencie";-12,502;-0,618;17,018
"portada";10,338;-1,44;-4,999
"poblar";7,652;-0,097;-6,22
"pista";32,265;-4,851;-15,091
"petróleo";25,92;-3,136;-13,269
"output";1,795;-0,035;-1,393
"optimismo";-0,001;0,134;-0,068
"optativo";-7,291;36,148;-4,341
"ods4";-8,465;46,143;-6,22
"negociación";0,158;0,81;-1,223
"narrativo";6,405;-3,136;-1,223
"mutuamente";-0,78;-1,529;3,437
"multifacético";-15,63;0,068;13,774
"multidisciplinar";-14,979;21,523;0,026
"mu";0,412;-1,713;0,16
"motivador";-9,722;-5,544;24,533
"math";0,069;-1,24;0,386
"martinez";-0,791;1,48;-0,007
"luciana";4,238;-0,206;-2,824
"limpio";10,214;-1,35;-5,048
"lidades";-9,722;-0,618;13,774
"licenciar";-1,581;11,159;-1,955
"legislador";-4,68;45,914;-10,368
"koedinger";-6,744;-1,44;12,411
"journals";4,842;-0,017;-4,311
"indivi";-6,708;-0,028;7,287
"implementó";-1,059;0,613;0,16
"iluminación";8,105;-0,691;-4,677
"humata";0,103;-4,851;2,031
"humania";20,295;-0,379;-15,809
"heterogéneo";-0,038;3,345;-1,576
"gpts";3,543;-4,62;-0,027
"george";3,621;-1,24;-1,008
"fábrica";25,864;-2,486;-14,372
"fundacionales";1,564;-1,529;-0,068
"frontier";1,771;0,829;-4,159
"fluido";1,564;-1,529;-0,068
"ficos";5,349;-0,069;-4,341
"faro";-3,016;3,875;0,026
"fadel";0,919;0,442;-2,179
"equipamiento";-1,059;3,345;-0,183
"encantar";36,876;-5,544;-17,247
"economy";1,863;-0,017;-1,559
"economista";11,884;0,001;-11,849
"economist";19,971;-3,003;-9,341
"dígito";24,416;-1,35;-15,809
"duro";31,977;-5,544;-13,98
"durall";-9,768;-3,465;20,884
"distrito";0,501;10,204;-10,432
"dise";-5,21;-0,069;6,099
"discrepancia";-0,208;-1,529;2,048
"digcomp";-4,86;24,905;-3,118
"dialnet";-0,791;-1,155;2,998
"desencadenar";0,679;9,222;-10,368
"deducir";8,747;-1,529;-3,808
"decena";35,339;-5,313;-16,528
"dañino";0,05;3,345;-2,787
"curriculareg";-15,63;-0,069;17,018
"culminar";2,182;0,068;-2,787
"cukurova";-7,378;6,556;0,442
"cueva";-2,43;0,204;1,408
"cualificar";-5,21;11,544;-0,183
"courses";0,886;0,005;-0,977
"conver";0,103;-2,701;0,966
"consensuar";-0,208;9,222;-3,808
"concienciación";-12,502;30,133;-0,708
"compor";27,391;-4,851;-11,849
"complutense";-0,681;5,143;-0,955
"comparable";14,523;-5,313;-3,808
"committee";0,034;6,766;-5,029
"circulación";1,123;15,371;-17,247
"cientí";0,334;-0,379;-0,007
"chi";21,508;-3,234;-10,059
"certificar";0,158;-0,028;-0,068
"cat";-0,025;14,756;-8,316
"candar";-0,534;-1,35;2,702
"bebé";33,802;-5,082;-15,809
"automatizando";-0,374;-5,544;6,099
"aspiraciones|aspiración";-1,059;0,613;0,16
"asistidas";-9,722;-1,713;17,018
"armar";9,004;0,351;-11,849
"arbitraje";-7,291;11,544;0
"aprendidos";2,182;-5,544;0,16
"análogo";1,029;0,227;-1,911
"analógico";1,564;-1,529;-0,068
"amplifica";-3,477;-3,355;10,873
"ambiguo";5,349;-1,713;-1,576
"alumn";-15,63;-0,618;20,604
"alimentación";2,105;-5,082;0,12
"ala";-0,016;5,152;-2,796
"afine|afín";-0,374;-0,618;1,508
"adherir";-5,21;30,133;-4,341
"activación";7,456;-3,355;-1,576
"aconsejar";9,912;-1,713;-4,341
"abrumador";0,05;-3,355;1,508
"4o";23,225;-5,544;-8,475
"1millionbot";-2,147;2,926;0,01
"viñetas";17,958;-3,136;-7,824
"vencer";21,757;-5,313;-7,824
"variabilidad";1,564;-5,313;0,343
"validado";0,158;-3,136;1,017
"utilizarlo";8,747;-5,313;-1,223
"unificar";-3,016;16,852;-2,337
"uax";-5;17,237;-1,146
"tuomi";-6,047;11,527;-0,063
"trimestre";11,084;-4,158;-2,838
"tratarse";-0,001;9,222;-5,637
"translation";13,826;-2,079;-6,466
"transferibles";-14,979;-1,529;23,17
"tienda";28,919;-5,082;-12,558
"teixeira";-1,047;7,684;-1,393
"tecnólogos";-3,016;0,81;1,017
"tangible";-1,362;-2,918;6,293
"tamiento";10,597;-1,008;-5,909
"suscripción";14,523;-3,136;-5,637
"senior";2,699;2,236;-7,904
"semantic";4,548;-3,927;-0,296
"sec";-5,45;37,154;-6,308
"sat";5,476;-2,486;-1,146
"salvaguardias";-5,562;31,628;-4,472
"salario";3,561;7,082;-15,809
"rumbo";-0,78;2,057;-0,068
"rrss";1,029;-2,918;0,12
"royal";3,727;1,672;-8,622
"robustos";-14,979;26,765;-0,068
"retroali";-14,979;-5,313;32,026
"reserva";1,564;-5,313;0,343
"repertorio";0,02;-1,35;0,607
"rele";-2,571;-0,379;4,311
"relacionarse";-6,708;-0,494;9,749
"refinamiento";0,158;-5,313;2,048
"reference";0,932;-0,693;-0,089
"recuento";19,77;-3,696;-8,316
"recopila";-0,208;-3,136;3,437
"read";1,783;-0,206;-0,929
"puga";9,685;-2,772;-3,118
"provee";-0,001;-1,529;1,017
"priorizando";-6,708;3,875;1,017
"posesión";10,597;0,02;-11,14
"politécnico";-0,122;23,55;-12,215
"plus";24,581;-3,696;-11,497
"planeación";-8,014;5,605;0,867
"philosophy";3,446;0,005;-3,592
"petencia";-6,708;6,263;0,343
"pensa";-9,101;-1,529;15,744
"pender";-0,78;9,222;-2,337
"pausa";6,405;-0,494;-3,808
"paidós";-1,047;7,684;-1,393
"opuesto";20,295;-5,082;-7,178
"optimisto";5,398;1,046;-9,681
"oliveira";1,783;1,843;-5,748
"oe";17,958;-3,136;-7,824
"observarse";0,158;-0,028;-0,068
"neutrales";-0,78;3,875;-0,466
"ner";-0,78;6,263;-1,223
"múltiplo";23,045;-3,465;-10,778
"modelización";2,813;-5,313;0,026
"michael";21,291;-1,851;-12,215
"mejo";-6,708;-0,494;9,749
"lol";-13,024;0,02;11,996
"logías";-3,016;-1,529;7,287
"localidad";14,523;-0,494;-10,368
"llevarse";-4,68;-0,028;5,183
"lima";1,771;0,01;-1,955
"inversor";2,03;3,461;-8,319
"intimidad";5,398;4,474;-15,809
"initiative";1,771;0,01;-1,955
"ini";2,813;0,134;-3,808
"inductivo";-0,001;-5,313;3,437
"incapacidad";2,813;-0,494;-1,223
"ilusión";16,554;-2,918;-7,178
"ht";26,118;-3,927;-12,215
"horizon";-7,163;9,243;0,06
"ho";0,069;-3,234;1,354
"harari";26,118;-3,927;-12,215
"goodfellow";11,718;-3,696;-3,497
"gmail";14,015;-3,465;-4,999
"fig";1,475;1,326;-4,472
"fica";-0,001;-1,529;1,017
"familiaridad";-0,78;-0,494;2,048
"espontáneo";-0,78;-3,136;5,183
"esforzar";-0,78;-0,028;1,017
"esconder";32,265;-4,851;-15,091
"escalabilidad";-11,858;12,751;0,343
"equi";-9,101;6,263;1,017
"enriquecidos";-9,101;-3,136;19,278
"enriquecedor";-9,101;-1,529;15,744
"elizabeth";-3,628;33,301;-7,185
"dwyer";-6,113;50,439;-10,059
"duolingo";-5,562;-4,851;16,646
"dormir";33,802;-5,082;-15,809
"domingo";0,167;-0,002;-0,134
"doctoral";-0,14;1,254;-0,266
"detectores";1,475;-4,851;0,292
"descomposición";2,759;-2,701;-0,119
"deeper";4,834;1,23;-9,341
"decolonial";-11,722;-2,06;20,505
"correc";14,523;-3,136;-5,637
"contrarrestar";-0,208;9,222;-3,808
"compuesto";30,447;-5,313;-13,269
"compar";7,616;-0,379;-5,048
"common";2,119;-0,924;-0,464
"colombiano";-9,291;45,167;-5,287
"colabo";-11,858;-0,494;15,744
"cobertura";-0,78;6,263;-1,223
"coach";0,003;-1,008;0,552
"clasi";16,554;-5,082;-5,048
"ci";-2,147;11,477;-1,512
"ceo";13,116;-0,546;-9,02
"carme";4,479;4,076;-13,653
"carbono";9,004;0,001;-8,998
"camacho";-1,047;-0,035;1,348
"calvar";-0,043;-0,002;0,06
"brillante";25,92;-3,136;-13,269
"bito";-1,716;-1,529;5,183
"bartolomé";0,281;-0,017;-0,177
"aws";18,84;-4,851;-6,539
"asig";-11,858;-3,136;23,17
"arias";-2,43;-1,848;6,867
"aparente";14,523;-5,313;-3,808
"andamiaje";-2,571;-2,918;8,649
"amigable";10,214;-2,918;-3,293
"ami";-0,28;15,992;-6,973
"alphago";29,191;-4,389;-13,653
"alineen";-6,708;0,134;5,183
"aleatoria";35,339;-5,313;-16,528
"adivinar";22,814;-2,06;-12,934
"adelantar";1,475;8,002;-11,849
"acceptance";-1,953;0,418;0,762
"órgano";-0,534;14,09;-5,048
"ám";-6,131;-1,35;11,378
"william";30,728;-4,62;-14,372
"virtuoso";1,029;-1,35;-0,007
"vertical";24,338;-4,389;-10,432
"versidad";-7,256;17,237;-0,381
"uy";-5,45;45,114;-9,02
"tipología";2,105;-0,379;-0,902
"terremoto";22,916;-2,701;-11,849
"svd";0,414;-3,927;0,867
"sumo";0,02;1,046;-0,902
"subjetividad";-0,087;4,474;-1,911
"south";0,374;0,204;-0,929
"softwares";-0,491;-4,389;5,534
"sm";15,362;-2,31;-7,185
"slidesai";12,425;-4,389;-3,365
"significantes";18,439;-4,158;-6,973
"signifi";-5,562;-0,276;7,577
"shannon";27,655;-4,158;-12,934
"sanción";0,02;2,461;-1,911
"salón";0,02;-0,379;0,12
"sabiduría";16,554;-2,918;-7,178
"rytr";1,299;-3,927;0,193
"rmf";-12,373;82,292;-13,653
"rezar";-2,688;-2,272;7,938
"revisores";-0,491;-0,846;2,022
"response";-1,953;0,418;0,762
"recursosdigitales";-6,649;-4,389;17,75
"recur";-0,087;-5,082;4,311
"reconfiguración";-11,215;-0,005;11,378
"rafael";-0,373;0,829;-0,013
"prospectiva";-6,131;4,474;0,607
"propagación";2,105;7,082;-12,558
"pronunciación";4,442;-4,851;-0,119
"prometedoras";-14,327;2,461;6,293
"prolongar";3,561;0,227;-5,048
"profesionalización";-13,676;11,477;0,966
"predominante";-1,362;-1,35;4,311
"plos";3,566;0;-3,497
"petencias";-7,868;5,152;0,966
"perspec";-11,07;-0,546;15,067
"periódicamente";-0,534;-1,35;2,702
"periencia";-8,483;-5,082;21,81
"perfilar";-0,534;-0,379;1,468
"pedagó";-13,676;-2,701;24,651
"pasajero";7,616;-2,918;-1,911
"page";0,025;7,684;-5,527
"outputs";0,919;-0,092;-0,504
"originalmente";13,194;-0,379;-9,681
"orientador";-8,483;4,474;1,468
"oponer";15,162;-2,701;-6,539
"occidente";3,543;4,785;-12,934
"oberta";-4,279;2,09;0,819
"nvidia";11,718;-1,644;-5,65
"nutrir";-0,087;-0,005;0,12
"nsw";1,299;-3,927;0,193
"novedosa";6,524;-1,176;-2,796
"notorio";10,214;-0,005;-9,681
"normalizar";-0,087;1,046;-0,268
"ning";-0,373;-2,31;3,268
"nica";-3,163;-1,008;6,536
"nen";0,334;1,046;-1,911
"naturalmente";3,561;-1,35;-0,902
"multidisciplinarios";-13,676;0,351;10,208
"moneda";12,425;-4,389;-3,365
"misterioso";28,919;-5,082;-12,558
"misterio";20,295;-5,082;-7,178
"min";-2,08;-2,541;7,24
"milisegundo";29,191;-4,389;-13,653
"mico";-6,131;-1,35;11,378
"mica";-1,362;-1,35;4,311
"metaverso";4,479;-0,11;-3,365
"metacontextual";12,425;-4,389;-3,365
"mensual";20,295;-5,082;-7,178
"mellon";0,655;0,065;-1,008
"mcluhan";8,981;-1,24;-4,359
"matricular";0,057;-2,272;0,915
"maravilloso";22,916;-2,701;-11,849
"luna";2,699;-0,002;-2,524
"links";5,106;-0,002;-4,84
"lifelong";-2,604;0,102;1,812
"lesson";-0,093;-1,386;1,524
"laeducación";-13,024;34,46;-1,146
"kahneman";11,718;-3,696;-3,497
"jrc";-6,511;43,306;-7,185
"japonés";24,416;-5,082;-9,681
"intencionalidad";-0,087;-0,379;0,607
"intencionado";-2,147;1,326;0,292
"integrarlas";-14,327;-0,379;17,959
"inminente";0,02;0,227;-0,268
"indi";1,96;-4,158;0,052
"incapaz";15,162;-1,176;-8,998
"ilimitado";3,561;-5,082;-0,007
"ideológico";-0,016;8,002;-4,472
"harris";6,002;-3,234;-1,008
"habi";-2,571;-1,35;6,293
"growth";0,886;1,48;-3,592
"gramatical";10,214;-5,082;-1,911
"giro";2,03;1,658;-5,909
"gastar";17,393;-4,62;-5,909
"futures";-1,953;12,991;-2,155
"fresco";24,416;-2,918;-12,558
"frameworks";-0,047;0,418;-0,089
"fracción";20,295;-5,082;-7,178
"exportación";1,475;8,002;-11,849
"evidentemente";2,105;-2,918;-0,007
"eventualmente";-0,534;0,227;0,12
"estrictamente";-0,534;2,461;-0,268
"estra";-2,147;0,001;2,031
"estatus";0,334;4,474;-5,048
"estandarizadas";0,334;-5,082;1,468
"estación";32,265;-4,851;-15,091
"estabilidad";-0,087;4,474;-1,911
"escalar";-1,362;-1,35;4,311
"entrelazar";-0,327;0,001;0,292
"enfo";-5,562;-1,176;10,208
"doing";-0,047;-0,693;0,762
"doce";1,029;10,288;-12,558
"divino";27,655;-4,158;-12,934
"diversión";6,524;-4,851;-0,62
"dimh";15,955;-2,272;-7,643
"diariamente";16,554;-5,082;-5,048
"dia";-0,122;-1,851;2,024
"descifrar";18,84;-2,701;-8,998
"depuración";9,004;-4,851;-1,512
"deficiente";1,029;0,227;-1,911
"célula";22,814;-4,158;-9,725
"cuadrado";26,118;-3,927;-12,215
"cti";-12,373;82,292;-13,653
"cotejar";0,003;-4,62;2,722
"costumbre";4,442;-4,851;-0,119
"corrupción";-0,28;15,992;-6,973
"cooper";0,561;-2,772;0,331
"contextualmente";1,029;-2,918;0,12
"contabilidad";0,935;0,511;-2,323
"construc";-2,688;6,795;-0,192
"confluencia";-4,161;0,227;2,702
"cola";2,759;-0,276;-1,512
"cmsi";-8,014;63,351;-12,215
"clarificar";-0,016;-0,276;0,292
"cionar";-8,483;-2,918;17,959
"cesos";-8,483;-5,082;21,81
"cecilia";-0,346;-0,092;0,677
"care";0,187;2,561;-2,874
"caos";28,919;-5,082;-12,558
"campeón";27,391;-2,701;-15,091
"biodiversidad";4,442;-1,176;-1,512
"azul";28,919;-5,082;-12,558
"ayer";30,728;-4,62;-14,372
"apro";-4,161;7,082;-0,007
"analogía";16,554;-0,379;-12,558
"americano";15,955;-0,846;-10,432
"alarma";22,916;-2,701;-11,849
"adverso";1,029;10,288;-12,558
"adela";18,439;-0,691;-12,934
"activida";-5,562;-4,851;16,646
"accenture";1,895;3,687;-8,316
"abajo";18,84;-2,701;-8,998
"2024a";-8,651;41,143;-4,677
"zheng";-1,9;-3,234;7,78
"windows";21,291;-1,851;-12,215
"vuelo";32,265;-4,851;-15,091
"vo";-0,053;0,712;-0,192
"vivienda";9,004;0,351;-11,849
"vigor";-5,562;31,628;-4,472
"url";0,935;-2,486;0,084
"ucl";4,834;0,159;-6,22
"tuales";-2,147;-4,851;10,208
"ts";13,711;-2,772;-5,527
"tre";-1,745;9,036;-1,146
"tragedia";25,864;-2,486;-14,372
"tfm";-1,037;-1,176;3,488
"studio";14,529;-2,06;-6,973
"stephen";2,657;0,015;-2,932
"sonas";0,103;1,326;-1,512
"sistematización";-3,655;-0,276;5,336
"simplicidad";22,916;-4,851;-8,998
"samiento";-3,655;-2,701;10,208
"rubio";0,932;-0,693;-0,089
"rodrigo";-0,187;-2,772;3,049
"rochester";10,708;-2,31;-4,159
"robar";22,814;-4,158;-9,725
"rior";-1,369;10,204;-1,874
"renovación";-4,448;0,065;3,561
"regulatorias";-7,868;38,229;-4,472
"reformulación";-2,147;-1,176;5,336
"reescritura";3,543;-4,62;-0,027
"rediseño";-1,745;-1,008;4,424
"rec";-0,013;1,843;-0,929
"race";0,886;-1,155;-0,007
"punie";-6,511;43,306;-7,185
"promise";-1,953;12,991;-2,155
"privar";-9,931;1,658;4,424
"presencialidad";-4,448;-2,272;10,776
"powerpoint";19,926;-4,389;-7,643
"potencian";-10,572;-2,701;20,453
"politics";-0,791;5,579;-0,977
"pinterest";27,391;-4,851;-11,849
"pi";5,591;0,141;-6,973
"perjuicio";-2,147;5,152;-0,119
"perfeccionamiento";-10,572;0,351;7,577
"pent";-5,86;7,995;0,026
"pedreño";0,468;2,96;-4,159
"pc";2,677;0,254;-4,079
"operacional";0,935;1,658;-3,91
